-31.3	13.25
-41.05	5.75
-47.8	-1
-47.05	-4
-42.55	-4
-35.8	1.25
-33.55	0.5
-34.3	-10.75
-30.55	-12.25
-26.8	-11.5
-23.05	-12.25
-20.8	-12.25
-17.8	-12.25
-14.05	-11.5
-11.05	-9.25
-11.05	0.5
-12.55	8.75
-12.55	13.25
